Barcode Number,id,Product name,Price,Description,Quantity ,First Name,Last Name,Phone number(Cust),Purchase Date,Last Stock Date,Brand
58503-007,266,Dip - Tapenade,$460.85,"Release Right Middle Lung Lobe, Via Natural or Artificial Opening",266,Modestine,Botler,445-359-0067,9/14/2019,1/2/2020,Ice Cold Topical Analgesic Gel
57237-066,267,"Chilli Paste, Ginger Garlic",$220.01,"Revision of Internal Fixation Device in Left Elbow Joint, Percutaneous Approach",267,Rubetta,Trelease,111-247-2035,10/4/2020,9/23/2022,Levofloxacin
51367-019,268,Cheese - Marble,$312.33,"Repair Female Reproductive System in Products of Conception with Other Device, Percutaneous Endoscopic Approach",268,Emylee,Brewse,610-305-6168,4/16/2019,8/16/2022,Zhuanggu Shexiang Zhitonggao Pain Relieving Plaster
50484-328,269,Tomatoes - Roma,$186.77,"Bypass Left Ureter to Right Ureter with Autologous Tissue Substitute, Open Approach",269,Austen,Dolbey,801-537-6974,2/26/2023,1/20/2019,Secura Antifungal
57344-158,270,Muffin Mix - Chocolate Chip,$60.59,"Removal of External Fixation Device from Left Carpal, Open Approach",270,Georgianne,Romanetti,434-664-6488,6/16/2022,12/7/2020,"Chlorpheniramine Maleate, Phenylephrine Hydrochloride"
41190-094,271,Transfer Sheets,$190.16,Plain Radiography of Right Ureter using High Osmolar Contrast,271,Dulce,Grigoryov,954-811-6807,1/14/2020,9/4/2021,ShopRite Nasal Decongestant PE
59310-204,272,"Clams - Littleneck, Whole",$38.43,"Extirpation of Matter from Right Common Carotid Artery, Percutaneous Approach",272,Vitoria,Leonardi,385-889-1897,3/25/2021,12/6/2020,QVAR
54868-6251,273,Gooseberry,$319.49,"Removal of Autologous Tissue Substitute from Lumbar Vertebral Joint, Percutaneous Endoscopic Approach",273,Gaynor,Trazzi,616-363-5832,2/26/2019,9/27/2019,JINTELI
0007-4892,274,Appetiser - Bought,$414.97,"Occlusion of Pancreatic Duct, Percutaneous Approach",274,Esme,Howel,953-579-3187,3/3/2019,9/20/2019,REQUIP
64117-251,275,Mustard - Individual Pkg,$346.62,"Reposition Right Cephalic Vein, Percutaneous Approach",275,Barr,Dabling,791-112-5897,12/9/2022,1/3/2023,ITCHING SKIN
0054-4596,276,Pop Shoppe Cream Soda,$269.87,"Resection of Tongue, External Approach",276,Hedwiga,Feige,742-417-0812,7/14/2022,8/14/2020,Meperidine Hydrochloride
17156-616,277,Cake - Box Window 10x10x2.5,$355.33,"Bypass Innominate Artery to Left Upper Leg Artery, Open Approach",277,Corena,Croad,183-895-5876,7/5/2020,10/19/2020,Technetium Tc99m Generator
59779-899,278,"Trout - Rainbow, Frozen",$62.27,"Beam Radiation of Nose using Electrons, Intraoperative",278,Flossi,Hritzko,320-792-6204,11/28/2019,1/25/2020,CVS Pharmacy
76331-908,279,Beef - Striploin,$290.33,"Dilation of Left Popliteal Artery with Two Intraluminal Devices, Percutaneous Endoscopic Approach",279,Philbert,Murra,831-669-1149,10/23/2019,8/24/2020,Nutri-Tab OB plus DHA
30142-958,280,Apricots Fresh,$263.86,"Drainage of Prostate, Percutaneous Endoscopic Approach",280,Sid,Rikard,360-533-6592,7/10/2022,8/4/2022,Cough DM
68788-9919,281,V8 - Berry Blend,$323.17,"Insertion of Internal Fixation Device into Left Mandible, Percutaneous Endoscopic Approach",281,Annabela,Cullity,122-148-8534,4/11/2020,12/11/2019,Hydrochlorothiazide
50544-005,282,Table Cloth 72x144 White,$198.30,"Bypass Innominate Artery to Upper Arm Vein with Synthetic Substitute, Open Approach",282,Kayle,Hawkey,106-804-8814,3/13/2019,8/23/2019,AcneFree Clear Skin Treatments Gentle Acne Scrub
49348-854,283,Butter - Unsalted,$471.00,"Destruction of Right Tympanic Membrane, Via Natural or Artificial Opening",283,Aigneis,Limb,154-379-4834,6/1/2022,1/18/2020,sunmark
54575-371,284,French Pastry - Mini Chocolate,$350.56,"Destruction of Hymen, Percutaneous Endoscopic Approach",284,Patric,Naden,942-608-4131,4/15/2023,12/30/2022,CHERRY FOOD
24208-785,285,Longos - Lasagna Beef,$103.86,Immobilization of Left Thumb using Splint,285,Thatch,Reuble,944-734-2641,8/17/2022,3/4/2020,"Neomycin and Polymyxin B Sulfates, Bacitracin Zinc and Hydrocortisone"
64725-0170,286,Water - Spring Water 500ml,$44.48,"Inspection of Head and Neck Subcutaneous Tissue and Fascia, Percutaneous Approach",286,Paloma,Fenton,564-687-2688,10/28/2020,9/17/2018,HYDROXYZINE PAMOATE
68151-0084,287,Mayonnaise,$122.29,"Insertion of Internal Fixation Device into Left Finger Phalanx, Percutaneous Endoscopic Approach",287,Curtice,Oakland,223-964-0360,3/21/2019,9/3/2018,Flucytosine
42421-226,288,Flour - All Purpose,$459.11,"Inspection of Thoracic Vertebral Disc, External Approach",288,Tobe,Krause,785-583-0406,7/21/2019,9/7/2020,Safe Harbor - Natural Anti-Aging Sunscreen Broad Spectrum SPF30 Sunscreen Sensitive Skin
68462-206,289,Pheasants - Whole,$39.06,Motor Function Treatment of Neurological System - Lower Back / Lower Extremity using Orthosis,289,Madelina,Gerbi,878-325-8083,11/29/2022,10/26/2022,Moexipril Hydrochloride and Hydrochlorothiazide
11822-0110,290,Wine - Taylors Reserve,$196.56,"Fragmentation in Ampulla of Vater, External Approach",290,Dawna,Stenner,543-297-3888,5/12/2022,12/26/2022,Peptic Relief
24236-167,291,Napkin Colour,$36.76,"Repair Mediastinum, Percutaneous Endoscopic Approach",291,Corrie,Ravenshaw,951-109-1440,1/10/2021,8/19/2022,CLINDAMYCIN HYDROCHLORIDE
52979-8004,292,Bread - Assorted Rolls,$255.09,"Drainage of Left Main Bronchus, Percutaneous Approach",292,Murial,Gilbey,109-785-9517,12/29/2022,2/14/2022,Under Paris Hand Sanitizer
64942-1243,293,Rice - Sushi,$345.99,"Computerized Tomography (CT Scan) of Right and Left Heart using Other Contrast, Unenhanced and Enhanced",293,Marshall,Blann,719-154-3140,2/25/2019,11/17/2019,Dove
55154-1814,294,Ginger - Pickled,$101.25,"Repair Intracranial Vein, Percutaneous Endoscopic Approach",294,Ive,Micco,981-654-4201,10/20/2020,4/14/2023,Zyprexa
66552-0001,295,Sauce - Salsa,$399.91,"Supplement Right Fibula with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",295,Aurore,Mac,385-986-8117,12/24/2022,1/27/2019,Oxygen
63629-2682,296,Oranges,$326.34,"Replacement of Left Lacrimal Bone with Autologous Tissue Substitute, Open Approach",296,Kingsley,Shoosmith,397-477-0837,1/19/2021,8/22/2022,Nabumetone
53145-030,297,Potatoes - Idaho 80 Count,$97.58,"Restriction of Bladder Neck with Extraluminal Device, Open Approach",297,Zitella,Tunsley,432-905-0886,5/4/2019,2/8/2019,Bronco Pulmonar Syrup
68400-355,298,Soup - Campbells Beef Stew,$277.36,"Removal of Infusion Device from Left Metacarpophalangeal Joint, Percutaneous Endoscopic Approach",298,Bibbye,Whild,717-686-3544,12/18/2020,9/27/2021,Gelato Topical Anesthetic
29500-2437,299,"Vermouth - Sweet, Cinzano",$206.43,"Removal of Drainage Device from Left Breast, Open Approach",299,Tracie,Beri,851-509-0473,4/5/2020,6/7/2019,Anti-Itch
55154-1383,300,"Pineapple - Canned, Rings",$91.08,"Excision of Right Lower Eyelid, External Approach",300,Holly,Jaher,362-878-8566,8/2/2020,4/12/2020,FAMOTIDINE
43319-010,301,Clam Nectar,$219.47,"Dilation of Left Axillary Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach",301,Minetta,Izac,936-770-2152,11/10/2018,1/30/2020,GOONGSECRET BABY SUN
0268-6757,302,Mints - Striped Red,$375.30,"Supplement Left Vertebral Artery with Autologous Tissue Substitute, Open Approach",302,Silvie,Doumic,477-759-4858,5/28/2021,2/18/2022,DISTICHLIS SPICATA POLLEN
49348-752,303,Evaporated Milk - Skim,$285.75,"Drainage of Head, Percutaneous Endoscopic Approach",303,Shanta,Stable,875-463-3220,11/24/2022,9/21/2022,Anti-Diarrheal
98132-701,304,Extract - Almond,$36.28,"Extirpation of Matter from Right Fallopian Tube, Open Approach",304,Carly,Easdon,573-289-2610,5/3/2020,1/17/2023,bareMinerals 5-in-1 BB Advanced Performance Eyeshadow Broad Spectrum SPF 15
51619-400,305,"Lid - Translucent, 3.5 And 6 Oz",$236.19,"Removal of Extraluminal Device from Uterus and Cervix, Open Approach",305,Emanuel,Debrett,787-905-6492,10/22/2022,11/7/2022,PEPSOM SPORTS SPEARMINT
61957-1114,306,Beer - Sleemans Cream Ale,$205.39,"Excision of Left Foot Skin, External Approach",306,Gerrilee,Seery,585-271-0335,8/7/2018,6/18/2021,CD HydraLife BB Creme Enhancing Sunscreen Moisturizer For Immediate Beauty Sunny Amber Broad Spectrum SPF 30
0409-9043,307,Monkfish - Fresh,$11.76,"Revision of Internal Fixation Device in Cervical Vertebral Joint, Percutaneous Approach",307,Austen,Barr,330-102-2910,11/12/2020,9/24/2022,Bupivacaine Hydrochloride and Epinephrine
35356-028,308,V8 Splash Strawberry Kiwi,$431.84,"Repair Left Vocal Cord, Open Approach",308,Viki,Shevelin,687-192-0957,6/25/2021,12/25/2022,Citalopram
36800-009,309,"Thyme - Lemon, Fresh",$50.48,"Release Pancreatic Duct, Percutaneous Endoscopic Approach",309,Ashlee,Curthoys,201-671-7942,8/9/2020,12/14/2020,Medicated Apricot Scrub
65862-609,310,Bacardi Limon,$75.28,"Removal of Nonautologous Tissue Substitute from Right Humeral Head, Percutaneous Approach",310,Lesya,Fery,317-498-5175,9/16/2020,4/28/2020,Pramipexole Dihydrochloride
0121-4802,311,"Yogurt - Banana, 175 Gr",$341.14,"Excision of Right Tarsal Joint, Open Approach, Diagnostic",311,Rollie,Espasa,691-322-4812,9/26/2020,5/23/2020,LEVETIRACETAM
49348-759,312,Flower - Commercial Spider,$74.57,"Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Approach",312,Lacee,Matthis,677-654-2461,12/4/2019,4/7/2020,Sunmark fiber laxative
66552-0001,313,Halibut - Steaks,$432.33,"Destruction of Thoracic Vertebral Disc, Percutaneous Approach",313,Evvie,Van Oord,324-335-1126,7/14/2022,4/15/2022,Oxygen
68788-9941,314,Tea - Herbal I Love Lemon,$357.43,Removal of Traction Apparatus on Right Lower Arm,314,Lindi,Di Giorgio,598-834-2201,8/23/2018,5/14/2020,Clonazepam
52125-744,315,Huck White Towels,$438.81,"Supplement Esophagus with Synthetic Substitute, Percutaneous Endoscopic Approach",315,Deina,Herries,178-663-1990,6/24/2020,6/21/2022,Ondansetron
0067-6012,316,"Wine - Red, Pelee Island Merlot",$9.33,"Revision of Other Device in Right Lower Extremity, Open Approach",316,Jacques,Parrish,232-813-1646,10/1/2021,4/12/2021,Meijer NICOTINE TRANSDERMAL SYSTEM
13811-629,317,Lettuce - Lambs Mash,$404.41,"Drainage of Right Ulna, Percutaneous Approach",317,Angelico,Balwin,332-955-8792,12/15/2020,7/23/2021,BENAZEPRIL HYDROCHLORIDE
55154-6910,318,Truffle Shells - White Chocolate,$480.14,"Supplement Left Sternoclavicular Joint with Nonautologous Tissue Substitute, Percutaneous Approach",318,Sheela,Braganza,652-429-1344,9/3/2019,12/22/2018,SEROQUEL
66051-210,319,Onions - Cippolini,$155.20,"Ultrasonography of Left Hand, Densitometry",319,Tammy,Izard,268-968-9537,4/9/2023,10/28/2018,Haws Eyewash Additive
65954-553,320,Lettuce - Radicchio,$142.55,"Dilation of Right Posterior Tibial Artery, Bifurcation, Percutaneous Endoscopic Approach",320,Maritsa,Clerc,335-369-9008,1/25/2020,11/13/2022,Colgate Sensitive Pro Relief Enamel Repair
51079-374,321,"Nut - Cashews, Whole, Raw",$9.29,"Removal of Extraluminal Device from Epididymis and Spermatic Cord, Via Natural or Artificial Opening Endoscopic",321,Der,Baggaley,355-678-7299,3/31/2019,1/31/2022,Chlordiazepoxide Hydrochloride
68001-228,322,Cookie Dough - Peanut Butter,$30.61,"Supplement Right Pelvic Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",322,Mead,Polglase,550-114-6917,2/1/2019,8/19/2019,Trospium Chloride
67253-146,323,Dc Hikiage Hira Huba,$119.08,Laser Interstitial Thermal Therapy of Esophagus,323,Ealasaid,Gabites,232-557-2617,8/7/2019,10/9/2021,Amoxicillin
51393-7588,324,Beans - Kidney White,$406.06,"Supplement Azygos Vein with Synthetic Substitute, Percutaneous Endoscopic Approach",324,Whitman,Gillooly,129-559-5725,9/18/2019,11/4/2020,Migraine
57955-8200,325,"Mushroom - Enoki, Dry",$131.41,"Supplement Left Extraocular Muscle with Autologous Tissue Substitute, Open Approach",325,Roman,Daynter,396-163-1659,11/22/2022,12/24/2020,Regional Allergies Rocky Mtns. U.S.
52125-955,326,Red Cod Fillets - 225g,$76.05,"Supplement Hepatic Artery with Synthetic Substitute, Percutaneous Endoscopic Approach",326,Yettie,Ubsdale,888-183-7577,9/12/2021,10/31/2020,Quetiapine Fumarate
11410-128,327,Ice Cream - Vanilla,$201.36,"Supplement Right Nipple with Synthetic Substitute, Via Natural or Artificial Opening",327,Sybila,Habron,711-738-4993,1/27/2021,9/5/2018,Proactiv Solution
59762-3719,328,"Rum - Light, Captain Morgan",$89.65,Removal of Pressure Dressing on Back,328,Sherri,McAlindon,805-452-7971,5/20/2019,4/30/2020,Alprazolam
51051-001,329,"Carrots - Purple, Organic",$383.48,"Dilation of Superior Mesenteric Artery with Three Intraluminal Devices, Percutaneous Approach",329,Bamby,Munkley,186-146-7806,5/1/2022,9/17/2020,Oxygen
55714-2244,330,Grapes - Black,$336.72,"Destruction of Left Mastoid Sinus, Percutaneous Approach",330,Adriane,Ellins,786-602-6865,10/13/2022,6/7/2019,Nervousness - Anxiety
68151-2871,331,Creamers - 10%,$147.93,"Repair Right Shoulder Tendon, Percutaneous Approach",331,Bartholomew,Camp,865-196-3021,3/26/2022,9/11/2020,Sulindac
10812-098,332,Bread - English Muffin,$311.71,"Lymphatic and Hemic Systems, Insertion",332,Luther,Josefowicz,644-823-0085,6/19/2020,4/10/2023,Neutrogena Healthy Skin Compact Makeup
63717-332,333,Potatoes - Mini Red,$442.81,"Introduction of Immunostimulator into Peripheral Vein, Open",333,Anett,Totterdell,134-993-8997,4/17/2023,9/28/2020,biclora
65841-654,334,Extract - Lemon,$320.62,"Extirpation of Matter from Right Metacarpophalangeal Joint, Open Approach",334,Nanine,Marklow,286-704-5340,5/25/2020,8/6/2019,Bromocriptine mesylate
48951-8213,335,Container - Clear 32 Oz,$10.37,"Dilation of Right Colic Artery with Four or More Intraluminal Devices, Open Approach",335,Tammara,Huett,259-883-4453,7/5/2022,1/29/2019,Stibium 6
49035-730,336,Veal - Loin,$265.82,"Drainage of Esophagogastric Junction, Percutaneous Endoscopic Approach, Diagnostic",336,Laurel,Cambridge,792-167-8391,3/30/2023,5/22/2019,Miconazole 7
59762-5093,337,Broom And Broom Rack White,$0.30,"Supplement Hepatic Vein with Autologous Tissue Substitute, Percutaneous Approach",337,Aurilia,Shickle,269-581-0682,7/4/2019,8/18/2019,epirubicin hydrochloride
0172-5033,338,Teriyaki Sauce,$394.89,"Revision of Drainage Device in Cervicothoracic Vertebral Disc, Open Approach",338,Meta,Dahmel,264-118-6962,5/18/2020,5/6/2022,Lisinopril and Hydrochlorothiazide
63940-641,339,Garlic,$39.66,"Dilation of Right Temporal Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",339,Teador,Ollivier,660-995-5293,12/16/2021,6/4/2019,Hand Wash
62080-1001,340,Snapple Raspberry Tea,$46.69,"Supplement of Chest Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach",340,Candice,Abramovici,910-547-8811,1/6/2021,2/1/2020,Ruby-Cell 4U Bio Cellulose Mask
68084-508,341,Uniform Linen Charge,$464.34,"Destruction of Common Bile Duct, Via Natural or Artificial Opening Endoscopic",341,Miriam,Murdie,925-451-2141,9/21/2020,10/5/2018,Digoxin
0268-6100,342,Bar Energy Chocchip,$379.47,"Replacement of Nasal Bone with Synthetic Substitute, Percutaneous Approach",342,Karlen,Swaffield,171-537-5264,5/21/2020,10/19/2021,ALMOND
20276-551,343,Neckerchief Blck,$229.58,"Removal of Internal Fixation Device from Left Fibula, External Approach",343,Jessie,Dobbs,246-132-0643,12/14/2019,8/28/2020,Lucky Super Soft
55301-612,344,Ginsing - Fresh,$189.21,"Drainage of Left Pleura, Percutaneous Approach, Diagnostic",344,Row,Cure,192-913-4804,12/14/2019,4/14/2022,exchange select allergy relief
16590-891,345,"Pepsi, 355 Ml",$81.45,"Insertion of Infusion Device into Superior Mesenteric Vein, Percutaneous Approach",345,Laurene,Clandillon,552-477-5830,12/29/2019,12/15/2018,LANSOPRAZOLE
42508-163,346,Beef - Ground Lean Fresh,$402.97,"Repair Left Trunk Muscle, Percutaneous Approach",346,Bobbi,Dunphy,157-479-6876,6/21/2019,1/25/2019,Perfecting Liquid Foundation Espresso
0149-0472,347,Wine - Casillero Deldiablo,$126.29,"Drainage of Left Inferior Parathyroid Gland with Drainage Device, Open Approach",347,Valentia,Poff,429-513-6362,4/2/2022,11/19/2020,ACTONEL
0832-1072,348,Sugar Thermometer,$157.01,"Drainage of Left Vertebral Vein with Drainage Device, Percutaneous Endoscopic Approach",348,Hamnet,Hum,768-500-2144,8/7/2021,10/19/2019,Topiramate
55714-1502,349,"Wine - Bourgogne 2002, La",$438.70,"Division of Lumbosacral Plexus, Percutaneous Approach",349,Cassy,Cannan,771-411-9224,11/2/2021,11/24/2022,Sniffles
60344-7001,350,Squid U5 - Thailand,$301.44,"Revision of Drainage Device in Lower Bone, Percutaneous Endoscopic Approach",350,Aubine,Easthope,644-269-2805,1/11/2023,9/22/2019,Tamnamo Vital Hair Treatment
16590-030,351,"Pasta - Penne, Rigate, Dry",$236.78,Osteopathic Treatment of Upper Extremities using Articulatory-Raising Forces,351,Dedie,Picard,197-197-8061,5/19/2020,5/17/2021,BECONASE
68645-252,352,Venison - Liver,$216.35,Examination of Nervous System,352,Brit,Dosedale,156-272-0278,6/27/2020,7/20/2020,Citalopram
49884-459,353,Compound - Orange,$193.87,"Chiropractic Manipulation of Rib Cage, Long Lever Specific Contact",353,Tobye,Stacey,969-490-9414,3/25/2019,7/23/2019,Fentanyl Citrate
64117-524,354,Cheese - Bakers Cream Cheese,$66.68,"Revision of Extraluminal Device in Lower Intestinal Tract, Open Approach",354,Wesley,McDugal,713-814-8726,9/21/2021,8/29/2021,NHS Insomnia 1
36987-2454,355,Vinegar - White,$178.20,"Bypass Jejunum to Transverse Colon with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic",355,Deanna,Dannohl,629-892-5712,7/1/2020,12/7/2018,Red Alder
0904-5802,356,Beans - Butter Lrg Lima,$28.94,"Transfer Trochlear Nerve to Trigeminal Nerve, Open Approach",356,Kore,Rustman,612-394-1836,3/3/2023,8/12/2022,Simvastatin
52533-116,357,Bread Fig And Almond,$121.62,"Extraction of Perineum Bursa and Ligament, Percutaneous Approach",357,Row,Colwill,826-397-9165,1/14/2021,5/31/2020,Fentanyl Citrate
55154-3196,358,"Cheese - Brie,danish",$139.49,"Reposition Left Hip Tendon, Percutaneous Endoscopic Approach",358,Odille,Nicklen,287-606-9157,9/9/2018,7/25/2020,Calcium Chloride
50742-138,359,Wine - Cava Aria Estate Brut,$151.07,"Excision of Right Metacarpophalangeal Joint, Percutaneous Approach",359,Kipper,Oleksiak,210-105-0916,10/9/2022,9/21/2020,Simvastatin
54868-4853,360,"Chicken - Wings, Tip Off",$284.00,"Extirpation of Matter from Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach",360,Anderea,Bowers,785-369-0170,5/15/2021,6/27/2019,Emtriva
30142-046,361,"Turkey - Breast, Smoked",$110.37,"Fusion of Left Knee Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",361,Kimmie,Grivori,464-158-5928,11/28/2022,12/16/2022,Pain Relief
69139-102,362,Table Cloth 72x144 White,$438.42,"Dilation of Lower Artery with Three Intraluminal Devices, Open Approach",362,Brunhilde,Cocci,443-762-9553,9/29/2019,2/14/2019,Assured ANTIBACTERIAL BANDAGE
69004-003,363,"Noodles - Cellophane, Thin",$450.99,"Drainage of Paraganglion Extremity, Percutaneous Approach",363,Ferguson,Easeman,332-314-7649,11/18/2019,3/11/2019,GPS Topical Anesthetic
16590-282,364,"Juice - Pineapple, 48 Oz",$491.61,"Transfer Right Upper Extremity Bursa and Ligament, Percutaneous Endoscopic Approach",364,Dannie,Rillatt,382-320-2014,2/3/2022,4/29/2021,FLUCONAZOLE
68788-9053,365,Goulash Seasoning,$134.64,"Introduction of Electrolytic and Water Balance Substance into Mouth and Pharynx, External Approach",365,Sloan,Steynor,854-121-1781,7/27/2021,1/22/2020,Benazepril Hydrochloride
42023-126,366,Versatainer Nc - 888,$9.73,"Excision of Right Upper Extremity Lymphatic, Percutaneous Approach, Diagnostic",366,Yvor,Shuttle,150-275-1592,4/10/2023,8/6/2018,Dantrium
23155-049,367,"Salmon - Atlantic, Skin On",$427.10,"Reposition Optic Nerve, Percutaneous Approach",367,Riki,Yitzovitz,221-880-9537,9/1/2018,10/23/2021,Felodipine
0065-0260,368,Beef - Tenderloin Tails,$423.95,"Excision of Gastric Artery, Percutaneous Approach",368,Selig,Bohlje,994-169-9901,10/8/2021,11/21/2022,Travatan Z
55533-682,369,Bacardi Raspberry,$240.62,"Resection of Right Hand Tendon, Percutaneous Endoscopic Approach",369,Sonny,Kleinsmuntz,549-330-5907,4/5/2022,5/7/2022,HEALTHY HANDS SANITIZING HAND WIPES WITH ALOE
0268-6659,370,"Basil - Primerba, Paste",$229.90,"Insertion of Other Device into Left Shoulder Region, Open Approach",370,Rollo,Wahncke,334-919-7343,11/7/2021,6/5/2022,SALSOLA KALI POLLEN
53808-1047,371,Cheese - Parmesan Grated,$209.39,Computerized Tomography (CT Scan) of Right Sternoclavicular Joint using Low Osmolar Contrast,371,Beck,Inns,292-366-9552,3/9/2019,2/18/2021,Pantoprazole Sodium
24488-005,372,Juice - Ocean Spray Kiwi,$238.47,"Drainage of Right Anterior Tibial Artery, Percutaneous Endoscopic Approach, Diagnostic",372,Linell,Mouser,219-694-7576,12/21/2019,2/18/2021,Creations Garden
62670-3635,373,Nantucket Cranberry Juice,$389.38,"Dilation of Left Anterior Tibial Artery, Bifurcation, with Intraluminal Device, Percutaneous Approach",373,Idalia,Thomasset,907-707-1760,6/12/2022,7/16/2021,Anti-Bacterial Hand
17478-742,374,Cookie Trail Mix,$143.98,"Division of Left Ankle Tendon, Percutaneous Approach",374,Shaun,Durtnel,363-330-6069,1/17/2022,8/12/2018,Vancomycin Hydrochloride
68788-9707,375,"Coffee - Beans, Whole",$389.85,"Supplement Median Nerve with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",375,Kent,Mossman,779-201-1859,11/24/2021,8/27/2020,Levofloxacin
0220-1106,376,"Nut - Chestnuts, Whole",$256.25,"Replacement of Right Metatarsal with Autologous Tissue Substitute, Percutaneous Approach",376,Corbet,Brando,821-821-5004,8/12/2020,6/6/2020,Calendula
0168-0333,377,"Peas - Pigeon, Dry",$156.59,"Irrigation of Upper GI using Irrigating Substance, Via Natural or Artificial Opening Endoscopic, Diagnostic",377,Ally,Gartin,715-539-5965,12/10/2018,4/5/2023,Fluticasone Propionate
59779-960,378,"Tart Shells - Sweet, 4",$183.63,"Drainage of Right Lower Leg Tendon, Open Approach",378,Willard,Kirkness,227-169-4363,2/16/2019,9/4/2019,anti diarrheal
0363-2173,379,"Artichoke - Hearts, Canned",$37.99,"Imaging, Axial Skeleton, Except Skull and Facial Bones, Plain Radiography",379,Starlene,Wheeler,615-614-6120,2/22/2021,6/19/2022,Solution
36800-817,380,Muffin Batt - Blueberry Passion,$253.25,"Excision of Sacral Plexus, Percutaneous Endoscopic Approach",380,Isa,Hazeley,540-366-1036,1/14/2022,12/1/2018,Topcare Nasal Spray
11086-032,381,Coconut Milk - Unsweetened,$338.96,"Drainage of Left Internal Iliac Artery, Open Approach",381,Galvin,Alwell,910-782-4910,9/12/2018,3/11/2021,VANOXIDE
36987-2160,382,Sobe - Liz Blizz,$24.84,"Bypass Left Internal Carotid Artery to Left Extracranial Artery, Open Approach",382,Nerita,McCluin,943-147-0417,10/20/2019,8/22/2019,Oat Smut
59078-016,383,Fennel,$257.49,"Replacement of Left Mandible with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",383,Creight,Filan,209-521-7316,9/25/2022,4/4/2023,Intense Care Snail Hydro Gel Mask
11716-0224,384,Chocolate - White,$480.24,"Restriction of Gastric Artery with Intraluminal Device, Percutaneous Endoscopic Approach",384,Augie,Britney,877-708-5259,10/22/2021,8/6/2018,PREMIER VALUE EYE DROPS MT
55154-5489,385,"Juice - Pineapple, 341 Ml",$169.62,"Destruction of Abdomen Subcutaneous Tissue and Fascia, Open Approach",385,Ardelis,Mebs,608-833-7918,11/10/2021,12/13/2018,Bumetanide
0781-3152,386,Wooden Mop Handle,$357.75,"Replacement of Right Parietal Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",386,Rob,Barstow,493-360-7595,4/9/2021,1/20/2022,cisatracurium besylate
41520-193,387,"Chicken - White Meat, No Tender",$448.87,"Dilation of Left Temporal Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",387,Lynn,Alleburton,232-987-9691,9/25/2020,9/21/2022,CARE ONE
50600-004,388,"Wine - White, Colubia Cresh",$421.13,"Introduction of Electrolytic and Water Balance Substance into Genitourinary Tract, Via Natural or Artificial Opening",388,Aldridge,Minney,923-233-9270,9/12/2022,3/29/2019,Correway Sunscreen (Non-waterproof)
49348-738,389,Cheese - Swiss,$11.15,"Replacement of Lower Vein with Nonautologous Tissue Substitute, Open Approach",389,Dagny,Alderton,491-846-9518,2/2/2022,6/24/2019,Day Time PE
62856-250,390,Cherries - Frozen,$494.54,"Drainage of Lesser Omentum with Drainage Device, Open Approach",390,Antonetta,Broxton,307-149-5758,3/7/2020,10/22/2021,Fragmin
49288-0241,391,Foam Dinner Plate,$109.56,"Lymphatic and Hemic Systems, Release",391,Helga,Foster-Smith,201-982-2583,5/19/2021,4/12/2019,Mixture of Standardized and Non-Standardized Inland Grasses
59779-267,392,Wine - Taylors Reserve,$411.33,"Insertion of Infusion Device into Portal Vein, Percutaneous Approach",392,Ignatius,Scholtz,239-221-0642,7/30/2022,9/11/2022,CVS PHARMACY
64764-844,393,Crab - Meat Combo,$445.17,Aural Rehabilitation Treatment using Assistive Listening Equipment,393,Rafaela,Darrow,918-562-3223,1/1/2019,12/16/2018,edarbi
64117-209,394,Yoplait Drink,$445.72,"Replacement of Left Lower Leg Tendon with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",394,Jeramie,Rowswell,988-906-8215,7/29/2020,8/24/2022,MUSCLE CRAMPS
0268-1073,395,Bread - Olive Dinner Roll,$478.62,"Extraction of Left Frontal Sinus, Percutaneous Approach",395,Boyce,Waggatt,254-200-7926,2/14/2019,1/30/2019,BETULA LENTA POLLEN
30142-903,396,Bread - Corn Muffaleta Onion,$254.72,"Inspection of Lumbar Vertebral Joint, External Approach",396,Anet,De Angelo,886-172-8698,11/20/2018,12/18/2022,Multi Symptom Cold
59779-440,397,Thyme - Fresh,$251.45,"Repair Right Hand Vein, Open Approach",397,Dael,Oag,266-893-3885,3/10/2022,12/3/2018,CVS OIL FREE SPF 15
53808-0984,398,"Juice - Apple, 500 Ml",$43.80,"Dilation of Sigmoid Colon, Percutaneous Approach",398,Calli,Cavey,842-686-9784,4/21/2021,4/25/2021,Dicyclomine Hydrochloride
